      32      32
      15      26      -5.6739626
      16      26      -4.3455944
      17      26      -2.6397734
      18      26      -1.3742001
      19      26      -1.9295722
      20      26      -1.3635929
      21      26      -0.4123003
      22      26      -0.7273280
      23      26       0.3791594
      24      26       1.5155786
      25      26       2.2783914
      26      26       3.6735568
      27      26       3.6714489
      28      26       2.9050951
      29      26       2.6827762
      30      26       3.5843258
      31      26       3.0793374
       0      27       1.8599370
       1      27       0.7568444
       2      27       0.1508306
       3      27      -0.3562974
       4      27      -1.2170141
       5      27      -1.2589688
       6      27      -1.0887398
       7      27      -1.2697277
       8      27      -2.1182289
       9      27      -1.8015538
      10      27      -2.8407309
      11      27      -2.8862779
      12      27      -3.1513679
      13      27      -3.7792573
      14      27      -4.5187411
      15      27      -4.7712898
      16      27      -4.2170982
      17      27      -3.8877158
      18      27      -2.2598057
      19      27      -1.0460656
      20      27      -0.2811136
      21      27      -0.5151945
      22      27      -0.7218302
      23      27       0.7173997
      24      27       2.2170820
      25      27       3.8500266
      26      27       4.5079365
      27      27       4.0820146
      28      27       4.0874691
      29      27       4.3756862
      30      27       3.8723626
      31      27       3.3644774
       0      28       1.8395294
       1      28       0.8883836
       2      28       1.1431878
       3      28       0.9657983
       4      28       0.0560768
       5      28      -0.2194141
       6      28      -0.7899055
       7      28      -1.2145088
       8      28      -2.2660930
       9      28      -2.1349521
      10      28      -4.2146621
      11      28      -4.2576265
      12      28      -2.8118613
      13      28      -2.7959979
      14      28      -2.6411569
      15      28      -3.3211379
      16      28      -3.7729402
      17      28      -3.0806680
      18      28      -2.4136786
      19      28      -1.3006101
      20      28      -0.5448265
      21      28      -0.5193475
      22      28       0.7650103
      23      28       1.5543919
      24      28       2.5033548
      25      28       4.4734502
      26      28       4.9451184
      27      28       3.2795038
      28      28       4.4427662
      29      28       4.5540371
      30      28       3.3400977
      31      28       2.5595508
       0      29       1.7667184
       1      29       1.0964959
       2      29       0.5255384
       3      29       1.1813962
       4      29       0.5677259
       5      29      -0.6105589
       6      29      -1.2177542
       7      29      -1.1673306
       8      29      -2.2694221
       9      29      -2.6141438
      10      29      -4.1546187
      11      29      -3.5867989
      12      29      -2.5117710
      13      29      -1.8177081
      14      29      -1.0665711
      15      29      -1.2499603
      16      29      -1.4563429
      17      29      -1.2701411
      18      29       0.0318863
      19      29      -0.0328193
      20      29       0.7601873
      21      29       0.4125849
      22      29       1.2789637
      23      29       2.3596358
      24      29       1.9206511
      25      29       3.8344417
      26      29       4.8350863
      27      29       2.8777120
      28      29       3.9714215
      29      29       3.4553084
      30      29       2.6049495
      31      29       1.6388413
       0      30      -0.3781673
       1      30      -0.1886237
       2      30      -0.9677370
       3      30      -0.4284267
       4      30      -0.2082440
       5      30      -0.8211892
       6      30      -1.7705655
       7      30      -1.6794745
       8      30      -2.5710793
       9      30      -3.8830884
      10      30      -3.1889029
      11      30      -2.5055175
      12      30      -1.5602436
      13      30       0.4435715
      14      30       1.6097195
      15      30       1.9430141
      16      30       2.6823926
      17      30       2.0203052
      18      30       2.0585318
      19      30       1.7165222
      20      30       2.0586786
      21      30       2.0231380
      22      30       2.5809069
      23      30       3.0128899
      24      30       3.6297827
      25      30       4.9264221
      26      30       4.5913401
      27      30       2.9641314
      28      30       2.1716614
      29      30       1.7499881
      30      30       0.4876793
      31      30      -1.0352011
       0      31      -0.8828270
       1      31      -0.2340868
       2      31      -0.8908048
       3      31      -1.4884360
       4      31      -2.5246985
       5      31      -2.7634659
       6      31      -2.6106174
       7      31      -2.3800931
       8      31      -3.3029988
       9      31      -6.1165576
      10      31      -4.1625395
      11      31      -1.4909269
      12      31       0.1301358
      13      31       1.4846188
      14      31       0.9977373
      15      31       1.5615600
      16      31       3.8283041
      17      31       4.9029856
      18      31       5.1268134
      19      31       3.7582958
      20      31       3.3852246
      21      31       3.9748392
      22      31       3.4086554
      23      31       3.7649870
      24      31       3.3917606
      25      31       2.8875012
      26      31       2.2963614
      27      31       1.8239673
      28      31       0.3671244
      29      31      -0.0030552
      30      31      -0.8351344
      31      31      -2.3084307
